video, label, start, end
5085344787448740525.mp4,24,1319.2,1321.2
5093160768934007504.mp4,24,1259.84,1261.84
5093521546186871869.mp4,24,1804.16,1806.16
5145510836814748271.mp4,24,2364.16,2366.16
5165916655934790501.mp4,24,533.92,535.92
5231172241546561483.mp4,24,1630.88,1632.88
5287606823325808175.mp4,24,313.12,315.12
5358485380951750263.mp4,24,768.8,770.8
5365914814550168104.mp4,24,593.44,595.44
5449807123082955341.mp4,24,1756.64,1758.64
5569315875766374202.mp4,24,1427.04,1429.04
5569315875766374202.mp4,24,1971.84,1973.84
5571538521342054326.mp4,24,1297.44,1299.44
5571538521342054326.mp4,24,1297.44,1299.44
5593400334375425671.mp4,24,2633.28,2635.28
5693977302350730773.mp4,24,57.44,59.44
5696598090576804491.mp4,24,32.8,34.8
5698079854293924634.mp4,24,1519.2,1521.2
5760337123224101769.mp4,24,536.32,538.32
5760337123224101769.mp4,24,622.08,624.08
5925241963065356687.mp4,24,3156.16,3158.16
6007984937519518586.mp4,24,2242.72,2244.72
6044746851096182091.mp4,24,1476.0,1478.0
5085344787448740525.mp4,25,691.36,693.36
5215612434856811813.mp4,25,581.6,583.6
5267974098319056777.mp4,25,1437.12,1439.12
5267974098319056777.mp4,25,1484.8,1486.8
5292822631610071945.mp4,25,502.08,504.08
5351429608677881005.mp4,25,425.76,427.76
5391889489096391990.mp4,25,2693.12,2695.12
5416031928933739195.mp4,25,1129.6,1131.6
5489870147705368049.mp4,25,209.92,211.92
5582650460718031151.mp4,25,239.2,241.2
5617491235423185991.mp4,25,2701.28,2703.28
5638305505945298544.mp4,25,3226.08,3228.08
5663538009312570991.mp4,25,2770.88,2772.88
5696598090576804491.mp4,25,2991.68,2993.68
5714741320913032153.mp4,25,246.24,248.24
5955198071464763056.mp4,25,716.16,718.16
5977197752948355414.mp4,25,2434.56,2436.56
5994152995342765421.mp4,25,2709.6,2711.6
6053893842946485773.mp4,25,1864.8,1866.8
6053893842946485773.mp4,25,1864.96,1866.96
6160497078716828733.mp4,25,523.04,525.04
6238721318095730641.mp4,25,1407.84,1409.84
6248757368159454461.mp4,25,584.96,586.96
5085344787448740525.mp4,43,1541.28,1543.28
5087953980081062580.mp4,43,2064.32,2066.32
5087953980081062580.mp4,43,2064.32,2066.32
5163321636694545430.mp4,43,172.0,174.0
5168520694606357186.mp4,43,237.92,239.92
5168520694606357186.mp4,43,2944.48,2946.48
5210417242415566320.mp4,43,270.08,272.08
5210417242415566320.mp4,43,576.96,578.96
5210417242415566320.mp4,43,614.24,616.24
5218949624445806415.mp4,43,257.44,259.44
5239339980853369215.mp4,43,2820.32,2822.32
5415667286210311339.mp4,43,3239.52,3241.52
5540494927244277120.mp4,43,309.92,311.92
5582275510073090348.mp4,43,1544.96,1546.96
5587459106102636421.mp4,43,1774.08,1776.08
5735846790205583821.mp4,43,2888.64,2890.64
5832019697905738579.mp4,43,2750.08,2752.08
6009755323039007544.mp4,43,806.24,808.24
6009755323039007544.mp4,43,806.24,808.24
6049832521871453038.mp4,43,3106.08,3108.08
6095090739752978788.mp4,43,855.68,857.68
6095090739752978788.mp4,43,855.68,857.68
6098083902461564730.mp4,43,1516.32,1518.32
6178608096810615129.mp4,43,724.16,726.16
5085344787448740525.mp4,62,924.64,926.64
5233774991732133047.mp4,62,2914.72,2916.72
5512097891940094774.mp4,62,2533.44,2535.44
5641584713463546337.mp4,62,2456.64,2458.64
5709935253339019898.mp4,62,3317.12,3319.12
5839906546351331537.mp4,62,2784.64,2786.64
6035825345028924654.mp4,62,1160.0,1162.0
5085344787448740525.mp4,71,532.96,534.96
5141035910389041992.mp4,71,291.68,293.68
5342880475444973168.mp4,71,2037.6,2039.6
5358485380951750263.mp4,71,297.28,299.28
5358485380951750263.mp4,71,1408.16,1410.16
5473266663153438099.mp4,71,1132.96,1134.96
5546030281095362645.mp4,71,248.48,250.48
5615634521061124137.mp4,71,2497.12,2499.12
5626554475444429535.mp4,71,592.96,594.96
5626554475444429535.mp4,71,592.96,594.96
5626554475444429535.mp4,71,592.96,594.96
5626554475444429535.mp4,71,657.76,659.76
5638305505945298544.mp4,71,1359.68,1361.68
5639757634375825799.mp4,71,3230.4,3232.4
5974239379474869334.mp4,71,2625.92,2627.92
6033957034255161924.mp4,71,1465.12,1467.12
6101176278935703837.mp4,71,1283.84,1285.84
6130854073433323136.mp4,71,472.64,474.64
6160397864972290760.mp4,71,2898.4,2900.4
6249968548957975525.mp4,71,931.36,933.36
6257019167271091512.mp4,71,627.68,629.68
